市,人口2005,人口2015,change
银川市,1424300,2164119,0.519426385
石嘴山市,732266,788009,0.076123977
吴忠市,1257435,1373223,0.092082692
固原市,1506207,1211789,-0.195469813
中卫市,1041821,1141638,0.095810125
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
source：,,,
2006年宁夏统计年鉴：4-12各市县主要年份人口总数,,,
2016年宁夏统计年鉴：4-8 各市县户数、人口数和户规模（2015年）,,,
