市,人口2005,人口2015,change
西宁市,1848065,2013583,0.089562867
海东市,1491957,1700191,0.139571047
海北州,271790,297001,0.092759115
黄南州,220637,270557,0.226253983
海南州,397709,466921,0.174026738
果洛州,149412,197212,0.319920756
玉树州,297004,391853,0.319352601
海西州,362491,402069,0.1091834
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
source：,,,
2006年青海统计年鉴：4-4  分地区户籍统计人口数及变动情况(2005年),,,
2016年青海统计年鉴：4-4  分地区户籍统计人口数及变动情况(2015年),,,
