市,人口2005,人口2015,change
福州市,6660000,7500000,0.126126126
厦门市,2250000,3860000,0.715555556
莆田市,2810000,2870000,0.021352313
三明市,2640000,2530000,-0.041666667
泉州市,7620000,8510000,0.1167979
漳州市,4700000,5000000,0.063829787
南平市,2880000,2640000,-0.083333333
龙岩市,2740000,2610000,-0.047445255
宁德市,3050000,2870000,-0.059016393
,,,
source:,,,
2006年福建省统计年鉴：17-7  年末常住人口数（2005年）,,,
2016年福建省统计年鉴：22-4 年末常住人口数（2015年）,,,
